time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,k_b_w,k_delta_w
1779369235.311184,1,0.9995,0,24.0777,24.0661,24.0777,1.270078,0.2018,-9.12,1.000000,1.000000
1779369235.564137,2,0.9995,0,23.8881,11.9442,29.9580,1.281554,0.1914,-10.33,0.500000,0.500000
1779369235.8295279,3,0.9995,0,23.8548,7.9538,33.2287,1.233733,0.1897,-11.79,0.333333,0.333333
1779369236.0951607,4,0.9994,0,23.8120,5.9559,35.3437,1.192938,0.1907,-13.04,0.250000,0.250000
1779369236.3405843,5,0.9994,0,23.9943,4.8019,36.9173,1.267426,0.1714,-13.06,0.200000,0.200000
1779369236.6151578,6,0.9994,0,23.9131,3.9885,38.0754,1.349100,0.1794,-12.12,0.166667,0.166667
1779369236.8871224,7,0.9994,0,23.8921,3.4161,38.6930,1.382077,0.1930,-11.62,0.142857,0.159104
1779369237.164611,8,0.9993,0,23.9709,2.9992,38.8747,1.345847,0.1998,-12.05,0.125000,0.159104
1779369237.4271765,9,0.9992,0,24.0217,2.6719,38.7605,1.257034,0.2050,-13.04,0.111111,0.159104
1779369237.677861,10,0.9992,0,24.2736,2.4301,38.5013,1.192497,0.1852,-12.55,0.100000,0.159104
1779369237.9629605,11,0.9992,0,24.4369,2.2242,38.1358,1.216597,0.1944,-10.70,0.090909,0.159104
1779369238.209535,12,0.9993,0,24.4558,2.0405,37.6769,1.280216,0.1936,-8.59,0.083333,0.159104
1779369238.4758177,13,0.9992,0,24.2674,1.8692,37.1171,1.314689,0.1910,-6.33,0.076923,0.159104
1779369238.7526047,14,0.9989,0,24.2794,1.7367,36.5376,1.352576,0.1967,-4.67,0.071429,0.159104
1779369239.017391,15,0.9986,0,24.3440,1.6254,35.9675,1.393423,0.1854,-2.70,0.066667,0.159104
1779369239.265412,16,0.9984,0,24.4368,1.5297,35.4225,1.432768,0.1830,-1.29,0.062500,0.159104
1779369239.5731273,17,0.9986,0,24.5042,1.4438,34.9023,1.451719,0.2190,-0.51,0.058824,0.159104
1779369239.808626,18,0.9986,0,24.5997,1.3690,34.4170,1.451400,0.1885,0.61,0.055556,0.159104
1779369240.0800085,19,0.9985,0,24.5111,1.2924,33.9305,1.445813,0.1952,0.15,0.052632,0.159104
1779369240.3529403,20,0.9984,0,24.3857,1.2217,33.4419,1.463701,0.1960,-0.59,0.050000,0.159104
1779369240.601307,21,0.9986,0,24.0631,1.1482,32.9176,1.665962,0.1674,0.42,0.047619,0.159104
1779369240.8802056,22,0.9990,0,23.7760,1.0831,32.3755,1.838610,0.1893,3.06,0.045455,0.159104
